artist,lyrics,song,album,year,president,approvalrate,meanincome,povertyrate,blackmurderrate
Meek Mill,"And I'll be on my way,And I'll be on my way,And I'll be on my way,And I'll be on my wa-ay,And I'll be on my way,And I'll be on my way,And I'll be on my way,And I'll be on my wa-ay,Look, I'mma give you a tip,Never let nobody tell you what you can be,They told me I couldn't,But I bet they told Obama he couldn't be the president either,On my way,On my way,World tour, with 10.000 miles per hour,Tryna make it to the top from the bottom,On my way,On my way,On my way,I see them fans, everywhere I go I spot 'em,Nigga, leave with me so you know I got 'em,On my way,I look in the mirror,What do I see?,Like the letter after 8, the more I could be,Bein' a winner, that's all I could see,Give me the ball, bet I score, null 8 A.D.,Winnin' the bet, I was rain and fallin' asleep,I had to slit it 50/50, not all in the streets,Whether reppin' and treppin',Whether treppin' and reppin',I was makin' them had to win dreams and makin' it reppin',I was makin' some magic like some magician and rabbit,My position was heavy but I insisted I had it,I insisted I'd get it for me, my mom and my sister,... grindin' and winnin',And it's just the beginnin',On my way,On my way,On my way,World tour, with 10.000 miles per hour,Tryna make it to the top from the bottom,On my way,On my way,On my way,I see them fans, everywhere I go I spot 'em,Nigga, leave with me so you know I got 'em,On my way,I had a basketball dream they deflated,I wasn't good as Michael Jordan so they faded,God do me my hand and I displayed it,Gave me a king of diamonds, I flip me a ace of spades,And that's blackjack and bed scraps,Soon to be the great as I sat back and tack that,Did it for the haters,Man, I did it like the Lakers,Kobe and Philipp Johnson,I'm independent as ever, them labels is still askin',I didn't believe they believed in me,Cuz where I'm from they all believed with me,So this the song I say,Yea, I be on my way,Yea, I be,On my way,On my way,World tour, with 10.000 miles per hour,Tryna make it to the top from the bottom,On my way,On my way,On my way,I see them fans, everywhere I go I spot 'em,Nigga, leave with me so you know I got 'em,On my way,On my way,On my way,On my way,On my way,On my way,On my way,On my wa",On My Way,Dreamchasers 2,2012,Obama,47.8,"33,072",27.2,31.9
Lil B,"Yeah you already know man its your boy Lil B,I'm in here and I'm the rawest rapper alive,Yeah 2013, Obama based god-vote for me!,I gotta slow it down and I gotta dumb it down,Im gonna flow now, I power up now,I gas up my engine, I won't stop spitting,I show the whole world that I'm the rawest rapper living!,I'm straight like a 747 in heaven,Pop the lid off the top, got the Taskforce reppin,Bitches can't fuck with me unless they talk to a reverend,Watch the way he walk, watch the way he stepping,Prayer in the air, better ask for a blessing,Number 1 rapper- ain't no question,You think I'm Wack, I think your stupid,Shot you in the heart, you'll think I'm cupid,Top of the World and I got that juice,Yeah he rap he comparing me to who?,Lil B nice, Lil B next,Lil B a thug, put the beam in his chest,Lil B, Lil B that's my name,Whoop whoop! Brang-Dang-Dang,You and me dude-We not the same,I don't rock ice, ill need no chain,Supercalafragalisticexpialadoshus,Dump his head in the car, dip his body in the ocean,Please don't look he be out in the open,Serving all Bitches-U.S open,Pete Sampras with the backhand bitch,Copy that? Roger that? Got that bitch?,Stop playin games, ain't trix its for kids,Bitch dont play, trix is for kids,I'mma slow it down so you people understand,Young Based God with the money in my hand,Selling out show finna tour in Japan,I'm the money man so I do the money dance!,Ain't no Hater finna make this paper,You going to army, I'm going to Navy,Deep sea diver with the Glock .45-a,Gotta smoke a blunt, gotta get higher,Thinking too much, having dreams too much,I never get drunk but I drink too much,Some lean in my cup, lean on my blunt,Girl raise your hand if you're trying get fucked!,I like you so, check me out girl,President Based God, this is my world,You can be my girl-Lewinsky,You can fuck my bitch, just don't tempt me,Call me Obama Based God, Call me Obama Based God!,White House girls on my dick 'cuz I'm Based God,100 grand shows, that's the appearance fee,Most people don't got the money to hang with me,Let me slow it down why my show so expensive,I done made history, protect my vision,I'm like a rare painting, you rarely even see me,I'm ready for the future, Based God in 3D!(Damn, Woo!),I'm gon' blow, she don't rap but she gon' blow,Where the Based God? Nobody knows,I need help, nobody showed when I got everybody come,In the rap game I got a few sons,You're my sons, steal my swag go number 1,I'm just playing lets have some fun,Come on bitch gon' roll me a blunt,This Grand Theft Auto, ill put you in the trunk,Lil B Based God that's what they want,I got the guns, about that life,I'm bout Fonk, that's alright,See me all night, see me all night,I'mma fuck that bitch I like her,I Like her! NYEEAAH!,I'mma fuck the bitch, I'mma fuck the bitch oas!,Cuz I'm fuckin' amazing,A 150 grand shows right now, ah yess, unsigned,150 stacks or im not gonna perform",Obama BasedGod,Obama BasedGod,2012,Obama,47.8,"33,072",27.2,31.9
T.I.,"This for my niggas on the block dodging one time,Grinding hard, burning up at least one nine,Put ya middle fingers in the air one time,Ride wit me, fuck the city up one time,Fuck the city up,Fuck the city up,Fuck the city up,Fuck the city up one time,Fuck the city up,Fuck the city up,Fuck the city up,Fuck the city up one time,Fresh out the bed getting head in a Range Rove,All about that bread, rubberbands on my bankroll,Bankhead, Simpson Road this Atlanta bitch,So fly, so gangsta, gutter, glamorous,We living out your fantasies, suckas can't handle this,They know we run the city shawty it's unanimous,Shout it out sold yay, nine forty-four,K, Quarter, half, whole thang nigga like the old days?,Hey, dope boy trap nigga swag,Hundred karat chain, quarter mil in the bag,I'm no longer poppin' tags I just let 'em hang,Sucka nigga doing bad I just do my thang,And I ain't frontin', straight by the book--G Code,Bad bitch, a flat stomach, fat booty, deep throat,Twenty grand in my pants, fifty in my peacoat,Jeezy fuckin' wit me and we fuckin' up the city ho,I seen Jizzle in traffic with his top off,So much Louie shit it looking like it knock off,Violation, that'll get ya ass knocked off,Texas Pete nigga get ya ass hot sauce,Ever see me in the club with my shades off,It was a cool contest I guess the shades lost,28-5 yeah that's my cost,Bitch my closet so big I swear I got lost,What? Yeah I think I'm gon' need a map,We throw them birdies in the pool make 'em swim a lap,Whip it counterclockwise, that's the backstroke,Bitch my chain so big look like my back broke,Yeah we 'bout to fuck the city up, go broke,Bitch I'm balling so hard I need the whole court,Six spots in one night they call it club hopping,That new Tip and Jizzle shit, it got the club rocking,I'm talkin' A-Town shit, ex lean pound bit,Chopper, fifty round clip,Keep it with me, I 'on't slip,Anyone around Tip bout that drama boy I promise,Got a O of presidential, bitch I'm blowin' that Obama,Yeah I'm talkin' plenty choppers, scopes on the A-R,You know how I do it, Forgiatos on the car,When I came up out the womb all I wanna be a star,Hope the feds don't stop me, life sentence in the car,Hey boy we spittin, reminiscin' bout when we was in the kitchen,Representin', niggas payin' bitches need to pay attention,And we on for the city freaks, this A-T-L,Do it for my nigga Big Meech and B.M.F. nigga,Nigga, all I blow is strong bitch I'm straight for the week,Order 5000 dollars, threw it all on the freaks,Order twenty-five bricks, I put em all on the streets,Bitch it's shaketown and we turnt up while you sleep",Fuck Da City Up,Fuck Da City Up,2012,Obama,47.8,"33,072",27.2,31.9
Rick Ross,"[Intro:],God Forgives I don't, Gold,MMG Tour, Leave the money on the scale,How real is dat?,[Verse 1:],It's Been a minute since I been to church,Psalm 27 can I spit a verse,Preyin on the weak, I should send some flowers,I'm layin in the sheets, I'm well endowed,Time to get the money steve forbes got,I'm slowly climbing up, delete your spot,Net worth nigga hoes love to google me,Heavy Jewlery, swimmin trunks on Laguna beach,Condo on Park Ave, The mansion in Boca,20 bedrooms, My shit beiiger den oprahs,Dreams and Nightmares Yeah I'm still havin those,Side effects for niggas livin like animals,Tequila Cup, Cake for a Kingpin,Black Bar Mitzfah niggas ain't seen shit,Obama Fundraiser, All Dope boys,Blow ya candle out so on and so forth,Boyz in da Hood, nigga game ain't change,I done made love wearin eight chains,Step to my enemies, tattoo all of my memories,Use the Project ground for my assemblies,I respect the tenant, don't step on my tennis,Follow chain and command, Gunplay my lieutenant,[Hook:],They ask me what I do and who I do it for,And how I come up with the shit up in the studio,All I want for my birthday is a big booty ho,All I want for my birthday is a big booty ho,When I die bury me inside the Gucci store,When I die bury me inside the Louis store,All I want for my birthday is a big booty ho,All I want for my birthday is a big booty ho,[Verse 2:],She got a big booty so I call him big booty,West movie, couldn't get into it,I'm in the kitchen, yea I'm's everywhere,Jamaya juice, I got bands everywhere,You the realest nigga breathin if I hold my breath,Referee with a whistle, hold his tat,Extendo clip (Extendo clip),Extendo roll (Extendo roll),When your girl lead mission at your house alone,Hell we killin, goin on a chopathon,See I don't have my balls in Pakistan,Dope bomb, Joe Bomb and I peel bomb,See nigga I've been balling you in real Kong,When I die bury me inside the jewelry store,When I die bury me inside the jewelry store,True to my religion, to everything I'm too different,So when I die bury me next to 2 bitches,[Hook:],They ask me what I do and who I do it for,And how I come up with the shit up in the studio,All I want for my birthday is a big booty ho,All I want for my birthday is a big booty ho,When I die bury me inside the Gucci store,When I die bury me inside the Louis store,All I want for my birthday is a big booty ho,All I want for my birthday is a big booty ho,[Verse 3:],Ahhh easy easy how you do it hah,It's my birthday, I deserve to be greedy hah,She holding out, she ain't give it to the needy hah,You go down stairs and fall asleep with your TV on,Drop in the other 10 years, you deserve a menage,Specially if you put that BMW in er garage,Specially if you made a couple beemers on her mama crib,Went to her niece's graduation, man I hate those kids,Last birthday she got you a new sweater,Put it on, give her a kiss and tell er do better,She said how bout I get you jewelry from the west in?,How bout she hit he west in and get a best friend?,I'm jokin, I'm just serious, I asked er,Don't be actin like no actress,If we preach it then we practice,Don't be reachin, don't be touchin shit,We in Kanye West Benz cause our wheel turn you back, you a pedestrian,[Hook:],They ask me what I do and who I do it for,And how I come up with the shit up in the studio,All I want for my birthday is a big booty ho,All I want for my birthday is a big booty ho,When I die bury me inside the Gucci store,When I die bury me inside the Louis store,All I want for my birthday is a big booty ho,All I want for my birthday is a big booty ho,It's your birthday, it's your birthday,Bad bitch contest, you win first place,You win first place, you win first place,Bad bitch contest, you win first place,I show up with a check to your work place,Then hand he valet the keys to the Merces,Tell the DJ play your song, this should come up uh,When I'm seein from the back I can't front er on,They ask me what I do and who I do it for,When I die bury me inside the booty blub,Get it good, get it good, get it get it good,I might switch it up and get your girl,[Hook:],They ask me what I do and who I do it for,And how I come up with the shit up in the studio,All I want for my birthday is a big booty ho,All I want for my birthday is a big booty ho,When I die bury me inside the Gucci store,When I die bury me inside the Louis store,All I want for my birthday is a big booty ho,All I want for my birthday is a big booty ho,Deucy yay,We like Snoop and Dre,And this your birthday baby,You deserve a coup that drag,You win first place, you win first place,Bad bitch contest, you win first place",Birthday,The Black Bar Mitzvah,2012,Obama,47.8,"33,072",27.2,31.9
Gucci Mane,"I don't wanna have to push your cap back,Homie, he just say he want his girl back,In a drop top, I'mma push the top back,I was gone for a second, but the kid back,If you ever cross me I'mma get some payback,Close the curtain on them haters, in my maybach,Put a hole in your motherfuckin' snapback,It's gucci mane bitch, so you can say the trap back,I'm back at em, it's back on,I'm that strong, I'm back home,Me and flockavelli, and wooh da kid,He got a nine, I got a six,I do it huge, we do it big,Got a hundred bricks, stuffed em in the fridge (burr),Two hundred piece, stuffed it in the attic,I'm a drug addict, bitch I gotta have it,I got a gift, I can water whip, I can flip a brick, I can triple up,Need a hundred mill, fuck a record deal, cause a couple millions just not enough,Sell your momma a zip of dust, serve your daddy a ounce of hard,Got your little sister on the molly, she done went through the whole squad,I don't wanna have to push your cap back,Homie, he just say he want his girl back,In a drop top, I'mma push the top back,I was gone for a second, but the kid back,If you ever cross me I'mma get some payback,Close the curtain on them haters, in my maybach,Put a hole in your motherfuckin snapback,It's gucci mane bitch, so you can say the trap back,Making money's my hobby, flipping bricks is my passion,Home girl in the lobby, ""is you suckin' dick?"" I'm just asking',I ain't mean to be rude boo, but you know I'm that dude true,More birds than atlanta zoo, going in like a curphew,I lost my mind, and my train of thought, and my top all at the same time,If you sendin' them birds across the country, then we probably got the same grind,I'm an og like my daddy, I'm a hustla' like my momma,I'mma stack my bread up all winter so I can ball out all summer,Got foreign choppas, osama, smoke presidential, obama,Got that bald head, got that skinhead, that white girl sinead o'connor,Make em drop dead, I'm in the drop head, I'm... I'm santa,I need a crown cause I'm standing down, I'm the king of east atlanta,I don't wanna have to push your cap back,Homie, he just say he want his girl back,In a drop top, I'mma push the top back,I was gone for a second, but the kid back,If you ever cross me I'mma get some payback,Close the curtain on them haters, in my maybach,Put a hole in your motherfuckin snapback,It's gucci mane bitch, so you can say the trap back",Trap Back,Gucci Classics 2,2012,Obama,47.8,"33,072",27.2,31.9
Sol,"Killing the game feeling like I'm hunting safari,You got that Jesus on your chain while you do nothing but party,I got my weed, I got my drank but I'm focused,Ghandi -- I feel the focus homie,So I'm taking over shortly,Money on my mind but only because it's king,Obama dollar sign my president is green,Run up in your residence rip apart everything,Generation don't give a fuck about anything,Never wanted to be an astronaut,I was just an outcast who would rap a lot,Behind music -- Pussy was an afterthought,Who'da knew I'd be here or even half as hot,And so I wait while you sleep,Train while you eat,Bite the bullet, you can see the stains on my teeth,Treat the beat like the battlefield,Call me Kubla Khan,I'm on the sun, I don't know what planet you've been on,She my moon, I'mma stars,Hold me down while I'm gone,She's at peace, I'm at war,Together we make hip hop,Up while the city sleep, I don't need to keep watch,Tick-tock, count down to when the beat drop,It's just us now -- cut the loose strings,Turn the lights down, And let your mood swing,Heart racin' to the finish as we shed clothes,Let go of the ego, makin' your head grow,I'm too hot,I'm so cold,They told me don't stop,Keep going,You're so full of yourself (right?),Only think of yourself (right?),All you need is yourself (right?),You're truly the definition of life (life),So take it off,Take it off off, take it off off,The naked body is part of who we are,So take it off, off,Break it off, off,The naked body is part of who we are,So we dance in the rain, drop old thangs,Put our hands to the stars, like we just won the ball game,But we ain't playin for the fortune, we ain't playing for the fame,Matter of fact we ain't even playing the game,Life is what you make it, you can give it you can take it,You can't waste it chasin' bitches or listen to what I'm saying,20/20 vision, isn't a given when you was raised in,A system full of the prisons and shitty education,I'm out,Let me re-up, what we need's love,What we need's home cooking and good bud,Let's have a pow-wow, and make some music,You can play the drums, while I Langston Hughes it,It's classic -- this rap shit is tired,It lacks passion,Fuck your World Star Mind Frame, my lane is way past it,Just imagine, all the places we could go,Drop your make up and take off your clothes,(who we are, who we are),Sometimes we just have to let it all go,You're so full of yourself (right?),Only think of yourself (right?),All you need is yourself (right?),You're truly the definition of life (life),So take it off,Take it off off, take it off off,The naked body is part of who we are,So take it off, off,Break it off, off,The naked body is part of who we are,(who we are, who we are)",2020,Yours Truly,2012,Obama,47.8,"33,072",27.2,31.9
Tyga,"While my emotion grows, I still won't let it show,I still won't let it show,Even if I'm broke, I still won't let it show,I still won't let it show,Nigga, welcome to my life,Life feels like I'm running through a red light,Don't believe what the blogs write,Mufuckas wanna know me so they call me Mike,I'm just chillin, watching the fight,Few friends, fake girls, pour me some ice,Table glass slippers on, lower the blinds,Never been shy, I just ignore lies,Take a look into Tyga's eyes,I breathe love but inhale the hate bomb,So numb my face gone, I need my space,And I don't do facebook,Seriously how my face look,How could a man cry while the crowd looks?,Could you walk with me if I give you my foot?,Didn't think you could,While my emotion grows, I still won't let it show,I still won't let it show,Even if I'm broke, I still won't let it show,I still won't let it show,My mind overloads I still won't let it show,I still won't let it show,People I love the most, I still won't let it show,I won't let it show,I don't wanna feel like most rappers feel when they get a deal,Like, ""yeah I'm bigger than him, he's still local"",Gotta keep it real cause they will go loco,Like ""he ain't ever go through shit we go through"",So I guess now I owe you,No, now I hold you, watch the niggas close to you,Don't compare careers, his and his fools,Acting like I knew you back in middle school,Dropped out, mama said I was a fool,I brought the drop out now me and mama cool,Told her I won't lose, showed her a Jimmy Choo,She call me son now, tell me she real proud, smiles,Oh what a feeling to be loved,Oh what a feeling to be loved,I wish I could fly like a dove,While my emotion grows, I still won't let it show,I still won't let it show,Even if I'm broke, I still won't let it show,I still won't let it show,My mind overloads I still won't let it show,I still won't let it show,People I love the most, I still won't let it show,I won't let it show,I've learned that people will forget what you say,People will forget what you did or done,But people will never forget how you made them feel,Don't cry because it's over,Smile because it happened,Cole World, niggas ran for that heat,As the globe twirl gotta stay up on your feet,Before I say it to my girl, I say it to the beat,Then I play it for the world,And they say that shit is deep,My life is changing as we speak,They acting like they never seen a nigga on the beach,I say ""peace"" hope it ain't no sharks in my water,Then holla at my mama, man she love to see Obama,Do his thing, now look how far niggas done came,They had us on the chains, now we coppin bigger chains,I ain't saying that it's smart, old nigga don't trip,But they had us on the whips, now we copping bigger whips,Oh shit, wonder how bad will it get before he rise,I'm out here trying to get rich: I survive,And a nigga got God to thank,And I'm still throwin 5 in the tank, nigga Cole!,While my emotion grows, I still won't let it show,I still won't let it show,Even if I'm broke, I still won't let it show,I still won't let it show,My mind overloads I still won't let it show,I still won't let it show,People I love the most, I still won't let it show,I won't let it show",Let It Show,Careless World: Rise Of The Last King,2012,Obama,47.8,"33,072",27.2,31.9
Future,"I wear Gucci, I wear Bally at the same damn time,On the phone, cooking dope, at the same damn time,Selling white, selling mid, at the same damn time,Fucking 2 bad bitches at the same damn time,At the same damn time, at the same damn time,At the same damn time, at the same damn time,I'm on Pluto I'm on Mars at the same damn time,On the sofa, poppin bottles at the same damn time,Gucci made in Italy, Bally belt I'm killin shit,The way I rock a jimmy Choo the word got out I'm dealin it,I fuck her she a immigrant,Don't touch her she got benefits,Bussin down them benjimans,Fuckin up my Louie kicks, that's the way I'm kickin it,Pharaoh garment cover me,Peurto Rican, Japanese, we laid up at the Double Tree,Yellow ice a bumble bee, pinky ring a quarter key,Iphone a metro, twerking off the whole thing,My ear ring a jelly bean, gansta lean and ireine,Red eyes no visine, I'm loc'd out on the green,Horse shoes on my jeans, robbin jeans with the wings,Yellow bone on the team, trafficin that Yao Mings,Space boots with the spikes, go to AZ on a flight,Mail a hundred over night, Yeah yeah yeah yeah,I wear Gucci, I wear Bally at the same damn time,On the phone, cooking dope, at the same damn time,Selling white, selling mid, at the same damn time,Fucking 2 bad bitches at the same damn time,At the same damn time, at the same damn time,At the same damn time, at the same damn time,I'm on Pluto I'm on Mars at the same damn time,On the sofa, poppin bottles at the same damn time,I'm in Phipps with the set going crazy,Got some diamonds around my neck no fugazi,Bad bitches in the suite, trying to bathe me,Just a young hood nigga, streets raised me,Work you want a unit try and stretch it to another one,Drinking on that active and it tastin like some bubble gum,Diamonds to the check, boarding on the jet,Talking on the iPhone, sipping out the Styrofoam,That dirty got my mind gone, that money got my mind blown,VVS and white stones, VVS and white stones,I'm rolling like a rolling stone,Free Bands Al Capone,And my cash way long, turned up,I see a bunch of clones,I wear Gucci, I wear Bally at the same damn time,On the phone, cooking dope, at the same damn time,Selling white, selling mid, at the same damn time,Fucking 2 bad bitches at the same damn time,At the same damn time, at the same damn time,At the same damn time, at the same damn time,I'm in Pluto I'm in Mars at the same damn time,On the sofa, poppin bottles at the same damn time,Give me an apartment and some water and I can swim,Got that gun ain't no jumping out the gym,My young nigga servin jays outside the crib,Jump across me you know your chances are slim,And my Aviators Gucci, like I drive a plane,Flyin cash in cash money, smell like cocaine,Doin Birdman numbers, makin flips like Jackie Chan,Walk inside the jeweler drop a bail on ya rain.,Spent so much at Louie gave me free champagne,In Bal Harbor shoppin and they doing the same thang,And I keep my coat with me like a pimp,I check a Magic Don Juan, take a glimpse,Spike Lee need to get this shit on film,I wear Gucci, I wear Bally at the same damn time,On the phone, cooking dope, at the same damn time,Selling white, selling mid at the same damn time,Fucking 2 bad bitches at the same damn time,At the same damn time, at the sae damn time,At the same damn time, at the same damn time,I'm on Pluto I'm on Mars at the same damn time,On the sofa, poppin bottles at the same damn time.",Same Damn Time (Remix),Welcome 2 Mollyworld,2012,Obama,47.8,"33,072",27.2,31.9
Childish Gambino,"Turn that beat up for me,Really everything, like the headphones,Yeah, yeah, a little bit louder,No punch, you know that mean that we workin' hard,Look, young rich n*gga sh*t, pops was an immigrant,Lifestyle illegit, but know I own businesses,Started out the trunk, ended up at the dealership,All gold Rollie, black face no blemishes,Legend in my city cause I grind so vigorous,If I show my face west of Texas, that's a big event,Gotta pay me twenty cents just to hear me vent,I'm really out here on some sh*t, you should take a flick,Ballin' on my own ten toes, so the difference is,I call shots never ask for permission, man,I got a lot of big plans in my vision and,I ain't failed yet, 'bout a dollar hell yes,I'm a problem, failed test, it's only getting worse,I swear I'm getting money, I just hope you gettin' yours,I'm killin' n*ggas solo so you know I'm gettin' more,Now that young Gambino on the , go,This is for that real sh*t, this is for that East side,This is for my bad girls, this is for them good guys,This is for my grandma, this is for that West side,This is for them n*ggas talkin' sh*t on a website,Damn I feel good, you ain't feelin' nothin',This is for my n*ggas who be livin' dime a dozen,Bino got that good sh*t, Nipsey got them aces,On some young rich sh*t, Kennedys with black faces,Yeah, black faces,My Rollie so racist, all black faces,Obama on that million dollar bill, black faces,Yeah, n*gga, black faces,Look, yo I got this,Yo, turn, turn it up a little,Ay, here we go, okay,League of my own, swag Geena Davis,Only rapper make 100k on your playlist,My Rollie so racist, all black faces,We the new, face it, kill 'em like Jason,Grind in my sleep man a n*gga need braces,Wonder what you feelin' like, used to be the nervous type,They ain't mention Bino? Man that sh*t must be on purpose, right?,Hostile, n*gga my style,Kind of flow to paint a picture, Norman Rockwell,I don't eat pasta, everything is low-carb,I don't fly coach now, say I fly Goyard,Leave a face covered in that coast guard,Metaphor Mozart, all we do is tell 'em the truth,M Fox to my people on some family ties,Magazines got black faces when somebody dies,I mean look at Donna Summers, she was tryin' to survive,People wrestle over petty cash,When we should be really cryin' over that one percent,Like we tipped a milk glass,F*ck y'all, I'ma let my grandkids ball,Look to the future, these dudes so last week,See me stuntin' so Conde Nasty,Me and Nipsey on some grown sh*t, no rent,Own sh*t, so Jim Crow sh*t, black faces,Ay, n*gga, black faces,Black faces,That's royalty, n*gga",Black Faces,Royalty,2012,Obama,47.8,"33,072",27.2,31.9
Fabolous,"Would you do it for the love,Would you do it for the love,Could of left a long time ago,Fuck it where I'ma go?,A brother back in the house couldn't let Obama go,Do it cause you love it nigga, advice from my momma go,Those that just follow green, be the first kind to go,Being broke ain't a joke, I'm too comical,Seven digits nigga, 2 commas ho,Make your first million and don't make it your last,Don't come if you ain't ready, don't try to make it too fast,You can't learn shit, if you never make it to class,You can't just recycle what should be placed in the trash,I started wanted more money, and a Stacey dash,A car that cost a house and a place to crash,Pull the hammer like a camera; you don't wanna face the flash,Cause you'll lose one of your sons and it's no replacing Nash,Bet the faces you show be the same faces you stash,There's more where that came from,Yall know where I came from,It's all about that boy that call me papi,So I'm a keep making that paper copy,You squares could never stop me, that triangles to play me,Two lines for you fuck boys, now pause that, play me,Right from where I left off that, let's get back to that real shit,That sit back just chill shit. With packs of that kill shit,I chit chat bout trill shit, spit that hot feel shit,I give you four bars it'll be a Kit Kat of some real shit,Who fucking with me? I mean besides your bitch,I Deebo your ho, you niggas should hide your bitch,Like the chain red's grandmomma gave him,I got a thing for women, I like them misbehaving,You know like bad, mike bad,So I'ma check'em when I see'em Nik(e) AD,Cause in this life things come and go like fast,And I'm not one who favors using words like had,I'm into having shit, turning dreams to average shit,Bring your trophy to the club, Dallas Maverick shit,Niceeee,I came from first of the month money,To waking up whenever I want money,Niceee,I chase paper, I hunt money,Make 50 racks at 3pm and call it lunch money,Niceeee,Nigga ya stunt money is blunt money,Your boo only got a text back once from me,And that was ""What the fuck you want from me?"",But I know what the fuck she want from me,You ain't gotta front for me,I know,I know what you want from me,I know,I know we all want the money,It's only right we getting to it,Question I come to you with,Is Would you do it for the love,Would you do it for the love,Would you do it for the love,Would you do it for the love,Would you do it for the love,Would you do it for the love,Would you do it for the love,Would you do it for the love,Would you do it for the love,Would you do it for the love",For the Love,The Soul Tape 2,2012,Obama,47.8,"33,072",27.2,31.9
Nicki Minaj,"I'm shit with no makeup, don't have to curl my hair up,All this booty here, mine, I'm a dollar worth a dime,Real bosses stand up, ladies throw your hands up and say,""I know I'm cute I know I'm fly. You ask me why? Cause I'm shit!"",I'm legit with no makeup, don't have to curl my hair up,All this booty here, mine, I'm a dollar worth a dime,Real bosses stand up, ladies throw your hands up and say,""I know I'm cute I know I'm fly. You ask me why? Cause I'm shit!"",Beat em' like they stole some, beat em' like they stole some,All this booty here got 'em dreaming, lemme hold some,Let me, let me hear that boy, let me, let me wear that boy,Let me get the most expensive car, and let me steer that boy,Real big pretty titty, shut down every city,If you want the kid kitty, gotta get the key from me,All new everything, plus pay the rent for me,If we in the wilderness, niggas pitch the tent for me,Tent for me, tent for me, get me bodied,Long hair, no makeup, doing pilates,Those niggas don't step on my damn Zanottis,All them bitches my sons but who's the Daddy?,I graduate with honors, I ball, 'Nead O'Connor,I did a freestyle, then I got a shout out from Obama,Yes, yes, I am ill I go in for the kill,Hoes is my sons, birth control, I am on the pill,What I gotta do? What I gotta do to 'em?,Step up in the club, everybody like who them?,Girls girls, me and my girls,What you done did? I need some referrals,Motherfuckers know I'm the shit, legit,And if a motherfucker don't he can suck my dick,I tell 'em, ""Everybody else is my opposite!"",I put 'em on the game, give 'em five percent,I'm shiit with no makeup, don't have to curl my hair up,All this booty here, mine, I'm a dollar worth a dime,Real bosses stand up, ladies throw your hands up and say,""I know I'm cute I know I'm fly. You ask me why? Cause I'm shit!"",I'm shit with no makeup, don't have to curl my hair up,All this booty here, mine, I'm a dollar worth a dime,Real bosses stand up, ladies throw your hands up and say,""I know I'm cute I know I'm fly. You ask me why? Cause I'm shit!"",I'm like really famous, I got a famous anus,No, not Famous Amos, all this fame is heinous,Lemme, lemme hear that boy, lemme, lemme wear that boy,All this money coming in, but I never share that, boy,No lipstick, no lashes though,But I got a real big ol' ratchet, though,I said dude, yo dude, you packing dough,He said he want a good box like Pacquiao,I said, ""Well, my name Nicki and it's nice to meet you."",If you really wanna know, I'll give you my procedure,Got a whole bunch of pretty gang in my clique,And we lookin' for some ballers, alopecia,I hate wack niggas, I should really slap niggas,These niggas trippin' when I put 'em on the map niggas,How you gon' break fly? How you gon' fake die?,Ain't at no wedding but all my girls cake, ha!,Sleeping on me, no mattress though,I'm a burn the beat down, no matches though,No they can't keep up? They molasses slow,I'm the greatest Queens bitch, with the cashes flow,Looking at me like it's my fault,Trying to take sneak pictures with they iPhone,I like independent bitches like July 4th,Now that's what young Harriet died for,I'm shit with no makeup, don't have to curl my hair up,All this booty here, mine, I'm a dollar worth a dime,Real bosses stand up, ladies throw your hands up and say,""I know I'm cute I know I'm fly. You ask me why? Cause I'm shit!"",I'm shit with no makeup, don't have to curl my hair up,All this booty here, mine, I'm a dollar worth a dime,Real bosses stand up, ladies throw your hands up and say,""I know I'm cute I know I'm fly. You ask me why? Cause I'm shit!""",I'm Legit,Pink Friday: Roman Reloaded - The Re-Up,2012,Obama,47.8,"33,072",27.2,31.9
